id	cardNumber	cardName	categoryId	categoryName	level	imageFile	position	sortOrder	isCenter	question	issue	point	hints	why	what	how	diagramCore	diagramStructure	diagramText
74	7-4セル	誰とつながりたいか	7	総合的な学習・生活科で、子どもの問いや願いを育てたい	card	74.jpg	bottomRight	9	FALSE	子どもは、この学習を通して誰とつながりたいと思っているか	子どもの問いや願いは、誰との関わりによって、より確かなものになりそうか	相手を教師が先に決めない。子どもの問いや願いが、誰に向かい始めているのかを見る。	友達に聞いてみたいこと／下級生や上級生に伝えたいこと／家族に聞いてみたいこと／地域の人に会ってみたいこと／詳しい人に教えてもらいたいこと／誰かの役に立ちたいと言うこと	なぜ、子どもはその相手とつながりたいのか。	子どもの問いや願いは、誰に向かっているのか。	その相手と関わることで、問いや願いはどう確かになりそうか。	問いや願いが、友達・学校の人・家族・地域の人・詳しい人へ向かう様子を図解する。	中央に「問い・願い」／周囲に「友達」「学校の人」「家族」「地域の人」「詳しい人」／それぞれを線で中央につなぐ／右または下に「相手が見える」／下に「活動の相手ではなく、願いが向かう相手を見る」を置く。	問い・願い／友達／学校の人／家族／地域の人／詳しい人／相手が見える／活動の相手ではなく、願いが向かう相手を見る
75	7-5セル	何を変えたいか	7	総合的な学習・生活科で、子どもの問いや願いを育てたい	card	75.jpg	bottomCenter	8	FALSE	子どもは、身近な生活や環境の何を変えたいと思っているか	子どもの「よくしたい」「変えたい」「何とかしたい」は、どんな困りごとや願いから生まれているか	すぐ活動案にしない。子どもが何を気にかけ、どのようによくしたいと思っているのかを見る。	困っていると話すこと／前よりよくしたいと言うこと／誰かのために変えたいこと／このままではよくないと思うこと／大切にしたいと思っていること／変えたあとを想像していること	なぜ、子どもはそこを変えたいと思っているのか。	子どもは、何を気にかけているのか。	その願いから、どんな動き出し方が見えてくるか。	身近な生活や環境の中にある変えたいことから、動き出す願いが生まれる様子を図解する。	左に「身近な生活や環境」／中央に「変えたいこと」／周囲に「困りごと」「よくしたい」「誰かのため」「大切にしたい」／右または下に「動き出す願い」／下に「活動案ではなく、よくしたい理由を見る」を置く。	身近な生活や環境／変えたいこと／困りごと／よくしたい／誰かのため／大切にしたい／動き出す願い／活動案ではなく、よくしたい理由を見る
76	7-6セル	何を試してみたいか	7	総合的な学習・生活科で、子どもの問いや願いを育てたい	card	76.jpg	bottomLeft	7	FALSE	子どもは、問いや願いを進めるために何を試してみたいと思っているか	子どもの「やってみたい」は、調べる、作る、聞く、比べる、伝えるなど、どんな試し方に向かっているか	活動を増やすことを目的にしない。子どもが何を確かめ、どんな反応を受け取りたいのかを見る。	自分で調べてみたいこと／実物を見て確かめたいこと／人に聞いて確かめたいこと／作って試してみたいこと／比べて分かりたいこと／誰かに伝えて反応を見たいこと	なぜ、子どもはその方法を試したいのか。	子どもは、何を確かめようとしているのか。	試したあと、どんな反応や気づきが返ってきそうか。	問いや願いから試してみたい方法が生まれ、反応や気づきが返ってくる様子を図解する。	左に「問い・願い」／中央に「試してみたい」／周囲に「調べる」「聞く」「作る」「比べる」「伝える」／右または下に「反応や気づきが返る」／下に「活動ではなく、試して受け取るものを見る」を置く。	問い・願い／試してみたい／調べる／聞く／作る／比べる／伝える／反応や気づきが返る／活動ではなく、試して受け取るものを見る
77	7-7セル	何に困りそうか	7	総合的な学習・生活科で、子どもの問いや願いを育てたい	card	77.jpg	middleLeft	4	FALSE	子どもは、問いや願いを進める中で何に困りそうか	子どもの探究は、情報の不足、方法の不足、相手とのずれ、実現の難しさのどこで考え直しを求められそうか	困りを先回りして消さない。子どもが何にぶつかり、何を考え直す必要があるのかを見る。	何を調べればよいか迷うこと／調べても分からないこと／誰に聞けばよいか分からないこと／相手にうまく伝わらないこと／自分たちだけでは実現しにくいこと／途中で考えが変わりそうなこと	なぜ、子どもはそこで困りそうなのか。	子どもは、何にぶつかりそうなのか。	その困りから、どんな考え直しが生まれそうか。	問いや願いを進める中で困りそうなところを見つけ、考え直す入口にする様子を図解する。	左に「問い・願い」／中央に「困りそうなところ」／周囲に「情報不足」「方法不足」「相手とのずれ」「実現の難しさ」／右または下に「考え直す入口」／下に「困りを消す前に、考え直す入口を見る」を置く。	問い・願い／困りそうなところ／情報不足／方法不足／相手とのずれ／実現の難しさ／考え直す入口／困りを消す前に、考え直す入口を見る
78	7-8セル	何に気づき直すか	7	総合的な学習・生活科で、子どもの問いや願いを育てたい	card	78.jpg	topLeft	1	FALSE	子どもは、活動のあとに何を見直し、何に気づき直すか	活動後、子どもの見方、相手意識、願い、次の問いはどう変わったか	活動後の感想で終わらせない。子どもが何を見直し、次に何へ向かおうとしているのかを見る。	前と見方が変わったこと／思っていたことと違ったこと／相手の思いに気づいたこと／もっと考えたくなったこと／次に試したいと思ったこと／自分たちの願いが変わったこと	なぜ、子どもはそこに気づき直したのか。	子どもは、何を見直したのか。	その気づき直しから、次の問いや願いはどう変わりそうか。	活動したことを見直し、問いや願いが更新されていく様子を図解する。	左に「活動したこと」／中央に「気づき直す」／周囲に「見方が変わる」「相手が見える」「願いが変わる」「次が生まれる」／右または下に「次の問い・願い」／下に「感想ではなく、問いや願いの更新を見る」を置く。	活動したこと／気づき直す／見方が変わる／相手が見える／願いが変わる／次が生まれる／次の問い・願い／感想ではなく、問いや願いの更新を見る
80	8中心セル	その子の「できた」を設計する8つの視点	8	特別支援学級で、その子の「できた」を設計したい	category	80.jpg	center	5	TRUE			この8つの視点で、その子の「できた」を設計する。					その子の「できた」を設計する8つの視点	配置：8-8／8-1／8-2、8-7／8中心／8-3、8-6／8-5／8-4	何ができたら「できた」なのか／どこでつまずきやすいのか／どんな手がかりがあれば動けるのか／どの量なら取り組めるのか／どの方法なら表せるのか／誰となら安心して学べるのか／できたあと、何につなげるのか／教師は何を支援しすぎているのか
81	8-1セル	何ができたら「できた」なのか	8	特別支援学級で、その子の「できた」を設計したい	card	81.jpg	topCenter	2	FALSE	この学習で、その子にとって何ができたら「できた」と言えるのか	その子の「できた」は、正答したことか、始められたことか、選べたことか、分かったことを表せたことか、安心して続けられたことかを見極める。	みんなと同じ結果だけを「できた」にしない。その子の中で、何が前より少し進んだのかを見る。	自分から始めた／安心して取り組んだ／途中でやり直した／自分で選んだ／分かったことを表した／次もやろうとした	なぜ、それがその子にとっての「できた」になるのか。	その子の何が、前より少し進んだのか。	その「できた」を、次の学びにどうつなげるのか。	その子にとっての「できた」を、行動・安心・自己決定・表現の面から見る図解にする。	中心に「その子の『できた』」／周囲に「始める」「安心する」「選ぶ」「表す」「やり直す」「次もやる」／下に「前より少し進んだこと」／みんなと同じ結果ではなく、その子の中で進んだことを見る図にする。	その子の「できた」／始める／安心する／選ぶ／表す／やり直す／次もやる／前より少し進んだこと
82	8-2セル	どこでつまずきやすいのか	8	特別支援学級で、その子の「できた」を設計したい	card	82.jpg	topRight	3	FALSE	この学習で、その子はどこでつまずきやすいのか	その子のつまずきは、指示の分かりにくさか、見通しのなさか、量の多さか、手順の複雑さか、表し方の難しさか、不安の強さかを見極める。	つまずきを、その子の苦手だけで見ない。学習のどこで、何がその子の動きを止めているのかを見る。	指示を聞いたあとに止まる／何から始めるか迷う／手順が増えると止まる／量が多いと手をつけにくい／書く、話す場面で止まる／終わりが見えないと不安になる	なぜ、その子はそこでつまずきやすいのか。	その子の動きを止めているものは何か。	そのつまずきを見て、学習の入口をどう整えるのか。	学習の流れの中で、その子の動きが止まりやすい地点を見つける図解にする。	左から右へ進む学習の流れを置く／流れの途中に「指示」「始め方」「手順」「量」「表し方」「不安」を並べる／中心に「つまずく地点」／下に「動きを止めるもの」／その子の苦手ではなく、学習のどこで止まるのかを見る図にする。	学習の流れ／指示／始め方／手順／量／表し方／不安／つまずく地点／動きを止めるもの
83	8-3セル	どんな手がかりがあれば動けるのか	8	特別支援学級で、その子の「できた」を設計したい	card	83.jpg	middleRight	6	FALSE	この学習で、その子はどんな手がかりがあれば動き出せるのか	その子が動き出す手がかりは、見本か、手順か、選択肢か、絵や写真か、友達の動きか、教師の短い言葉かを見極める。	手がかりを増やしすぎない。その子が自分で次の動きを思い出せる手がかりを選ぶ。	見本があると動き出す／手順が見えると始められる／選択肢があると選べる／絵や写真があると分かる／友達の動きを見るとまねできる／短い言葉で次を思い出せる	なぜ、その手がかりでその子は動き出せるのか。	その子に必要な手がかりは何か。	その手がかりを、学習のどこに置くのか。	その子が自分で動き出すために必要な手がかりを見分ける図解にする。	中心に「動き出す手がかり」／周囲に「見本」「手順」「選択肢」「絵・写真」「友達の動き」「短い言葉」／右に「自分で動き出す」／下に「支援を減らす入口」／支援を増やすのではなく、自分で動き出せる手がかりを選ぶ図にする。	動き出す手がかり／見本／手順／選択肢／絵・写真／友達の動き／短い言葉／自分で動き出す／支援を減らす入口
84	8-4セル	どの量なら取り組めるのか	8	特別支援学級で、その子の「できた」を設計したい	card	84.jpg	bottomRight	9	FALSE	この学習で、その子はどの量なら取り組み続けられるのか	その子が取り組める量は、問題の数か、読む量か、書く量か、時間の長さか、手順の数か、選択肢の多さかを見極める。	量を減らすだけで終わらせない。その子が見通しをもち、疲れすぎずに最後まで向かえる量を見る。	問題の数が多いと止まる／読む文が長いと入りにくい／書く量が多いと続かない／時間が長いと疲れやすい／手順が多いと混乱する／選択肢が多いと決めにくい	なぜ、その量ならその子は取り組み続けられるのか。	その子にとって多すぎる量は何か。	その子が見通せる量に、学習をどう区切るのか。	その子が最後まで向かえる量を、数・時間・手順・選択肢から見る図解にする。	中心に「取り組める量」／周囲に「問題の数」「読む量」「書く量」「時間」「手順」「選択肢」／右に「最後まで向かう」／下に「見通せる量」／量を減らすだけでなく、見通せる量に区切る図にする。	取り組める量／問題の数／読む量／書く量／時間／手順／選択肢／最後まで向かう／見通せる量
85	8-5セル	どの方法なら表せるのか	8	特別支援学級で、その子の「できた」を設計したい	card	85.jpg	bottomCenter	8	FALSE	この学習で、その子はどの方法なら分かったことを表せるのか	その子が分かったことを表せる方法は、話すことか、書くことか、指さすことか、選ぶことか、絵や図にすることか、物を動かすことかを見極める。	書けないことを、分かっていないことにしない。その子の分かっていることが外に出る方法を見る。	話すと伝えられる／書くと途中で止まる／指さすと考えが出る／選択肢があると選べる／絵や図なら表せる／物を動かすと示せる	なぜ、その方法ならその子は表せるのか。	その子の分かっていることは、どの方法で出やすいのか。	その方法で出てきたことを、学びとしてどう受け取るのか。	その子の分かっていることが外に出る方法を見分ける図解にする。	中心に「表せる方法」／周囲に「話す」「書く」「指さす」「選ぶ」「絵・図」「物を動かす」／右に「分かったことが出る」／下に「受け取る入口」／書くことだけでなく、その子の分かっていることを受け取る入口を見る図にする。	表せる方法／話す／書く／指さす／選ぶ／絵・図／物を動かす／分かったことが出る／受け取る入口
86	8-6セル	誰となら安心して学べるのか	8	特別支援学級で、その子の「できた」を設計したい	card	86.jpg	bottomLeft	7	FALSE	この学習で、その子は誰となら安心して学べるのか	その子が安心して学べる相手は、教師か、友達か、少人数の仲間か、まねできる相手か、助けを求められる相手か、話を聞いてくれる相手かを見極める。	一人でできることだけを「できた」にしない。その子が安心して学びに向かえる関係を見る。	教師が近くにいると始められる／友達の動きを見るとまねできる／少人数だと話しやすい／決まった相手だと安心する／助けを求められる相手がいる／話を聞いてくれる相手がいる	なぜ、その相手だとその子は安心して学べるのか。	その子が安心して関われる相手は誰か。	その関係を、学習の中にどう置くのか。	その子が安心して学びに向かえる相手や関係を見分ける図解にする。	中心に「安心して学べる相手」／周囲に「教師」「友達」「少人数」「まねる相手」「頼れる相手」「聞いてくれる相手」／右に「学びに向かう」／下に「安心できる関係」／一人でできることだけでなく、安心して関われる相手を見る図にする。	安心して学べる相手／教師／友達／少人数／まねる相手／頼れる相手／聞いてくれる相手／学びに向かう／安心できる関係
87	8-7セル	できたあと、何につなげるのか	8	特別支援学級で、その子の「できた」を設計したい	card	87.jpg	middleLeft	4	FALSE	この学習で、その子の「できた」を次の何につなげるのか	その子の「できた」は、次の課題か、別の場面か、友達との学びか、自分で選ぶ活動か、生活の中の行動か、次もやってみる自信かにつなげられるのかを見極める。	一回できたことで終わらせない。その「できた」が、次に自分で使える力になるかを見る。	次の課題でも使えそう／別の場面でも試せそう／友達との学びにつながりそう／自分で選ぶ活動につながりそう／生活の中で使えそう／次もやってみる自信になりそう	なぜ、その「できた」は次につなげられるのか。	その子の「できた」は、次の何に使えそうか。	その「できた」を、次に自分で使える形へどう渡すのか。	今回の「できた」を、次に自分で使える力へつなげる図解にする。	左に「今回の『できた』」／中心に「次につなげる」／周囲に「次の課題」「別の場面」「友達との学び」「選ぶ活動」「生活の中」「次の自信」／右に「次に使う」／下に「自分で使える力」／一回できたことで終わらせず、次に持ち出せる形を見る図にする。	今回の「できた」／次につなげる／次の課題／別の場面／友達との学び／選ぶ活動／生活の中／次の自信／次に使う／自分で使える力
88	8-8セル	教師は何を支援しすぎているのか	8	特別支援学級で、その子の「できた」を設計したい	card	88.jpg	topLeft	1	FALSE	この学習で、教師はその子のどこを支援しすぎているのか	教師の支援は、始める前の声かけか、考える途中の助言か、選ぶ場面の先回りか、表す場面の手助けか、失敗を避けさせる関わりか、待てばできる場面への介入かを見極める。	支援を多くするほどよいとは限らない。その子が自分で試せる余地を、学習の中に残す。	始める前に声をかけすぎている／考える前に助言している／選ぶ前に答えを絞っている／表す前に言葉を足している／失敗しそうな場面を避けさせている／待てばできる場面で手を出している	なぜ、教師はそこを支援しすぎているのか。	その子が自分で試せる余地はどこか。	支援を少し引いて、その子の「できた」をどう残すのか。	教師の支援が、その子の自分で試す余地を奪っていないかを見る図解にする。	中心に「支援しすぎ」／周囲に「声かけ」「助言」「先回り」「手助け」「失敗回避」「待てない」／右に「自分で試す」／下に「支援を少し引く」／支援を増やすだけでなく、その子が自分で試せる余地を残す図にする。	支援しすぎ／声かけ／助言／先回り／手助け／失敗回避／待てない／自分で試す／支援を少し引く
